63474 labeled and 2044801 unlabeled issues before filtering
19992 labeled and 158405 unlabeled issues after filtering
Run: 1, Loss: 0.9862, val_loss: 0.9759
Run: 2, Loss: 0.9812, val_loss: 0.9934
Run: 3, Loss: 0.9385, val_loss: 0.9473
Run: 4, Loss: 0.9851, val_loss: 0.9915
Run: 5, Loss: 0.9360, val_loss: 0.9473
Run: 6, Loss: 0.9878, val_loss: 0.9888
Run: 7, Loss: 0.9469, val_loss: 0.9622
Run: 8, Loss: 0.9281, val_loss: 0.9451
Run: 9, Loss: 0.9896, val_loss: 0.9735
Run: 10, Loss: 0.9512, val_loss: 0.9497
Run: 11, Loss: 0.9969, val_loss: 0.9897
Run: 12, Loss: 0.9895, val_loss: 0.9883
Run: 13, Loss: 0.9887, val_loss: 0.9888
Run: 14, Loss: 0.9319, val_loss: 0.9494
Run: 15, Loss: 0.9492, val_loss: 0.9461
Run: 16, Loss: 0.9388, val_loss: 0.9627
Run: 17, Loss: 0.9891, val_loss: 0.9766
Run: 18, Loss: 0.9340, val_loss: 0.9433
Run: 19, Loss: 0.9422, val_loss: 0.9502
Run: 20, Loss: 0.9894, val_loss: 0.9927
Run: 21, Loss: 0.9849, val_loss: 0.9880
Run: 22, Loss: 0.9910, val_loss: 0.9960
Run: 23, Loss: 0.9850, val_loss: 0.9825
Run: 24, Loss: 0.9912, val_loss: 0.9938
Run: 25, Loss: 0.9340, val_loss: 0.9391
Run: 26, Loss: 0.9943, val_loss: 1.0019
Run: 27, Loss: 0.9818, val_loss: 0.9646
Run: 28, Loss: 0.9875, val_loss: 0.9925
Run: 29, Loss: 0.9430, val_loss: 0.9481
Run: 30, Loss: 0.9286, val_loss: 0.9465
Run: 31, Loss: 0.9873, val_loss: 0.9849
Run: 32, Loss: 0.9359, val_loss: 0.9406
Run: 33, Loss: 0.9928, val_loss: 0.9921
Run: 34, Loss: 0.9322, val_loss: 0.9494
Run: 35, Loss: 0.9885, val_loss: 0.9862
Run: 36, Loss: 0.9781, val_loss: 0.9747
Run: 37, Loss: 0.9908, val_loss: 0.9970
Run: 38, Loss: 0.9469, val_loss: 0.9390
Run: 39, Loss: 0.9898, val_loss: 0.9943
Run: 40, Loss: 0.9793, val_loss: 0.9864
Run: 41, Loss: 0.9554, val_loss: 0.9492
Run: 42, Loss: 0.9389, val_loss: 0.9424
Run: 43, Loss: 0.9774, val_loss: 0.9774
Run: 44, Loss: 0.9882, val_loss: 0.9826
Run: 45, Loss: 0.9922, val_loss: 0.9820
Run: 46, Loss: 0.9451, val_loss: 0.9576
Run: 47, Loss: 0.9473, val_loss: 0.9435
Run: 48, Loss: 0.9340, val_loss: 0.9482
Run: 49, Loss: 0.9897, val_loss: 0.9975
Run: 50, Loss: 0.9910, val_loss: 0.9873
Run: 51, Loss: 0.9798, val_loss: 0.9906
Run: 52, Loss: 0.9349, val_loss: 0.9364
Run: 53, Loss: 0.9738, val_loss: 0.9678
Run: 54, Loss: 0.9862, val_loss: 0.9924
Run: 55, Loss: 0.9889, val_loss: 0.9966
Run: 56, Loss: 0.9420, val_loss: 0.9557
Run: 57, Loss: 0.9787, val_loss: 0.9792
Run: 58, Loss: 0.9317, val_loss: 0.9537
Run: 59, Loss: 0.9854, val_loss: 0.9973
Run: 60, Loss: 0.9353, val_loss: 0.9475
Run: 61, Loss: 0.9912, val_loss: 0.9928
Run: 62, Loss: 0.9808, val_loss: 0.9907
Run: 63, Loss: 0.9418, val_loss: 0.9455
Run: 64, Loss: 0.9931, val_loss: 1.0051
Run: 65, Loss: 0.9509, val_loss: 0.9541
Run: 66, Loss: 0.9893, val_loss: 0.9975
Run: 67, Loss: 0.9319, val_loss: 0.9454
Run: 68, Loss: 0.9817, val_loss: 0.9844
Run: 69, Loss: 0.9776, val_loss: 0.9812
Run: 70, Loss: 0.9388, val_loss: 0.9527
Run: 71, Loss: 0.9921, val_loss: 0.9732
Run: 72, Loss: 0.9868, val_loss: 0.9873
Run: 73, Loss: 0.9447, val_loss: 0.9580
Run: 74, Loss: 0.9903, val_loss: 0.9974
Run: 75, Loss: 0.9860, val_loss: 0.9774
Run: 76, Loss: 0.9451, val_loss: 0.9531
Run: 77, Loss: 0.9783, val_loss: 0.9948
Run: 78, Loss: 0.9847, val_loss: 0.9900
Run: 79, Loss: 0.9898, val_loss: 0.9887
Run: 80, Loss: 0.9324, val_loss: 0.9463
Run: 81, Loss: 0.9382, val_loss: 0.9505
Run: 82, Loss: 0.9514, val_loss: 0.9583
Run: 83, Loss: 0.9310, val_loss: 0.9347
Run: 84, Loss: 0.9835, val_loss: 0.9925
Run: 85, Loss: 0.9888, val_loss: 0.9924
Run: 86, Loss: 0.9430, val_loss: 0.9671
Run: 87, Loss: 0.9352, val_loss: 0.9509
Run: 88, Loss: 0.9869, val_loss: 0.9808
Run: 89, Loss: 0.9383, val_loss: 0.9370
Run: 90, Loss: 0.9891, val_loss: 0.9900
Run: 91, Loss: 0.9763, val_loss: 0.9619
Run: 92, Loss: 0.9392, val_loss: 0.9405
Run: 93, Loss: 0.9542, val_loss: 0.9604
Run: 94, Loss: 0.9899, val_loss: 0.9915
Run: 95, Loss: 0.9394, val_loss: 0.9302
