0,3.7527,3.8588
1,3.7127,3.7974
2,3.6678,3.8018
3,3.6312,3.7633
4,3.5900,3.6385
5,3.5451,3.6429
6,3.5025,3.6387
7,3.4855,3.6172
8,3.4345,3.5488
9,3.3940,3.5489
10,3.3709,3.4661
11,3.3405,3.4537
12,3.3188,3.4142
13,3.2882,3.3628
14,3.2564,3.3621
15,3.2288,3.3727
16,3.2007,3.3080
17,3.1653,3.2584
18,3.1539,3.2683
19,3.1241,3.2244
20,3.1087,3.2151
21,3.0768,3.2130
22,3.0709,3.1415
23,3.0244,3.1580
24,2.9928,3.0779
25,2.9903,3.1046
26,2.9700,3.0473
27,2.9623,3.0611
28,2.9436,3.0604
29,2.9323,3.0543
