63474 labeled and 2044801 unlabeled issues before filtering
54642 labeled and 1435732 unlabeled issues after filtering
Run: 1, Loss: 0.9956, val_loss: 0.9928
Run: 2, Loss: 0.9978, val_loss: 0.9973
Run: 3, Loss: 1.0005, val_loss: 0.9968
Run: 4, Loss: 0.9993, val_loss: 0.9968
Run: 5, Loss: 0.9974, val_loss: 0.9983
Run: 6, Loss: 0.9978, val_loss: 0.9973
Run: 7, Loss: 0.9979, val_loss: 0.9972
Run: 8, Loss: 1.0054, val_loss: 1.0043
Run: 9, Loss: 0.9986, val_loss: 0.9969
Run: 10, Loss: 0.9995, val_loss: 0.9970
Run: 11, Loss: 0.9984, val_loss: 0.9969
Run: 12, Loss: 0.9996, val_loss: 0.9979
Run: 13, Loss: 0.9997, val_loss: 0.9969
Run: 14, Loss: 0.9980, val_loss: 0.9972
Run: 15, Loss: 0.9985, val_loss: 0.9969
Run: 16, Loss: 0.9976, val_loss: 0.9978
Run: 17, Loss: 1.0005, val_loss: 0.9968
Run: 18, Loss: 0.9977, val_loss: 0.9974
Run: 19, Loss: 0.9977, val_loss: 0.9975
Run: 20, Loss: 0.9992, val_loss: 0.9968
Run: 21, Loss: 0.9833, val_loss: 0.9779
Run: 22, Loss: 0.9699, val_loss: 0.9643
Run: 23, Loss: 0.9736, val_loss: 0.9684
Run: 24, Loss: 0.9625, val_loss: 0.9564
Run: 25, Loss: 0.9688, val_loss: 0.9570
Run: 26, Loss: 0.9641, val_loss: 0.9512
Run: 27, Loss: 0.9702, val_loss: 0.9595
Run: 28, Loss: 0.9975, val_loss: 0.9981
Run: 29, Loss: 0.9570, val_loss: 0.9470
Run: 30, Loss: 0.9977, val_loss: 0.9975
Run: 31, Loss: 0.9538, val_loss: 0.9463
Run: 32, Loss: 0.9530, val_loss: 0.9432
Run: 33, Loss: 0.9980, val_loss: 0.9971
Run: 34, Loss: 0.9976, val_loss: 0.9977
Run: 35, Loss: 0.9978, val_loss: 0.9973
Run: 36, Loss: 0.9621, val_loss: 0.9503
Run: 37, Loss: 0.9979, val_loss: 0.9973
Run: 38, Loss: 0.9584, val_loss: 0.9483
Run: 39, Loss: 0.9976, val_loss: 0.9977
Run: 40, Loss: 0.9975, val_loss: 0.9982
Run: 41, Loss: 0.9976, val_loss: 0.9978
Run: 42, Loss: 0.9987, val_loss: 0.9968
Run: 43, Loss: 0.9599, val_loss: 0.9416
Run: 44, Loss: 0.9595, val_loss: 0.9513
Run: 45, Loss: 0.9980, val_loss: 0.9971
Run: 46, Loss: 0.9976, val_loss: 0.9976
Run: 47, Loss: 0.9639, val_loss: 0.9529
Run: 48, Loss: 0.9975, val_loss: 0.9978
Run: 49, Loss: 0.9976, val_loss: 0.9976
Run: 50, Loss: 1.0001, val_loss: 0.9972
Run: 51, Loss: 0.9982, val_loss: 0.9970
Run: 52, Loss: 0.9976, val_loss: 0.9975
Run: 53, Loss: 0.9892, val_loss: 0.9863
Run: 54, Loss: 0.9982, val_loss: 0.9992
Run: 55, Loss: 0.9977, val_loss: 0.9975
Run: 56, Loss: 0.9982, val_loss: 0.9970
Run: 57, Loss: 0.9990, val_loss: 0.9974
