0,3.9896,3.5567
1,3.9502,3.5320
2,3.9141,3.5081
3,3.8928,3.4265
4,3.8577,3.4548
5,3.8239,3.3955
6,3.8143,3.3018
7,3.7913,3.3528
8,3.7429,3.2645
9,3.7151,3.2198
10,3.6820,3.2379
11,3.6761,3.2329
12,3.6419,3.2000
13,3.6124,3.1322
14,3.5906,3.1149
15,3.5828,3.1008
16,3.5403,3.1533
17,3.5298,3.0494
18,3.5062,3.1405
19,3.4870,3.0473
20,3.4911,3.0784
21,3.4596,2.9765
22,3.4575,2.9695
23,3.4338,2.9641
24,3.4027,2.9744
25,3.3869,3.0421
26,3.3945,2.9203
27,3.3577,3.0047
28,3.3584,2.9703
29,3.3379,2.8625
30,3.3213,2.9310
31,3.2988,2.8747
32,3.2779,2.9163
33,3.2605,2.8610
34,3.2341,2.8600
