0,3.7658,3.7793
1,3.6508,3.6512
2,3.5591,3.5649
3,3.4676,3.4851
4,3.3864,3.4040
5,3.3105,3.3295
6,3.2606,3.2810
7,3.2059,3.2391
8,3.1660,3.1926
9,3.1167,3.1495
10,3.0665,3.1089
11,3.0161,3.0598
12,3.0071,3.0284
13,2.9841,3.0366
14,2.9691,3.0105
15,2.9485,2.9792
16,2.9323,2.9706
17,2.9116,2.9522
18,2.9091,2.9229
19,2.8868,2.9081
20,2.8557,2.8968
21,2.8490,2.8764
22,2.8454,2.8604
23,2.8287,2.8603
24,2.8210,2.8603
25,2.8117,2.8329
26,2.7958,2.8096
27,2.7887,2.7889
28,2.7755,2.7857
29,2.7585,2.7881
30,2.7505,2.7695
31,2.7519,2.7852
