63474 labeled and 2044801 unlabeled issues before filtering
32598 labeled and 313850 unlabeled issues after filtering
Run: 1, Loss: 0.9409, val_loss: 0.9382
Run: 2, Loss: 0.9315, val_loss: 0.9257
Run: 3, Loss: 0.9257, val_loss: 0.9230
Run: 4, Loss: 0.9394, val_loss: 0.9281
Run: 5, Loss: 0.9381, val_loss: 0.9266
Run: 6, Loss: 0.9316, val_loss: 0.9287
Run: 7, Loss: 0.9274, val_loss: 0.9240
Run: 8, Loss: 0.9370, val_loss: 0.9310
Run: 9, Loss: 0.9449, val_loss: 0.9420
Run: 10, Loss: 0.9325, val_loss: 0.9209
Run: 11, Loss: 0.9276, val_loss: 0.9222
Run: 12, Loss: 0.9465, val_loss: 0.9440
Run: 13, Loss: 0.9352, val_loss: 0.9286
Run: 14, Loss: 0.9397, val_loss: 0.9324
Run: 15, Loss: 0.9377, val_loss: 0.9299
Run: 16, Loss: 0.9975, val_loss: 0.9983
Run: 17, Loss: 0.9239, val_loss: 0.9201
Run: 18, Loss: 0.9291, val_loss: 0.9212
Run: 19, Loss: 0.9297, val_loss: 0.9287
Run: 20, Loss: 0.9285, val_loss: 0.9225
Run: 21, Loss: 0.9651, val_loss: 0.9692
Run: 22, Loss: 0.9367, val_loss: 0.9333
Run: 23, Loss: 0.9560, val_loss: 0.9533
Run: 24, Loss: 0.9286, val_loss: 0.9215
Run: 25, Loss: 0.9455, val_loss: 0.9345
Run: 26, Loss: 0.9440, val_loss: 0.9382
Run: 27, Loss: 0.9429, val_loss: 0.9373
Run: 28, Loss: 0.9283, val_loss: 0.9196
Run: 29, Loss: 0.9297, val_loss: 0.9221
Run: 30, Loss: 0.9374, val_loss: 0.9260
Run: 31, Loss: 0.9398, val_loss: 0.9332
Run: 32, Loss: 0.9349, val_loss: 0.9304
Run: 33, Loss: 0.9343, val_loss: 0.9282
Run: 34, Loss: 0.9288, val_loss: 0.9265
Run: 35, Loss: 0.9357, val_loss: 0.9277
Run: 36, Loss: 0.9492, val_loss: 0.9436
Run: 37, Loss: 0.9587, val_loss: 0.9453
Run: 38, Loss: 0.9656, val_loss: 0.9597
Run: 39, Loss: 0.9356, val_loss: 0.9348
Run: 40, Loss: 0.9389, val_loss: 0.9330
Run: 41, Loss: 0.9404, val_loss: 0.9393
Run: 42, Loss: 0.9292, val_loss: 0.9175
Run: 43, Loss: 0.9720, val_loss: 0.9590
Run: 44, Loss: 0.9338, val_loss: 0.9274
Run: 45, Loss: 0.9408, val_loss: 0.9308
Run: 46, Loss: 0.9345, val_loss: 0.9259
Run: 47, Loss: 0.9758, val_loss: 0.9759
Run: 48, Loss: 0.9359, val_loss: 0.9348
Run: 49, Loss: 0.9389, val_loss: 0.9258
Run: 50, Loss: 0.9297, val_loss: 0.9244
Run: 51, Loss: 0.9912, val_loss: 0.9966
Run: 52, Loss: 0.9351, val_loss: 0.9266
Run: 53, Loss: 0.9395, val_loss: 0.9321
Run: 54, Loss: 0.9242, val_loss: 0.9188
Run: 55, Loss: 0.9324, val_loss: 0.9312
Run: 56, Loss: 0.9229, val_loss: 0.9213
Run: 57, Loss: 0.9354, val_loss: 0.9300
Run: 58, Loss: 0.9293, val_loss: 0.9233
Run: 59, Loss: 0.9839, val_loss: 0.9861
Run: 60, Loss: 0.9271, val_loss: 0.9240
Run: 61, Loss: 0.9242, val_loss: 0.9195
Run: 62, Loss: 0.9276, val_loss: 0.9259
Run: 63, Loss: 0.9311, val_loss: 0.9240
Run: 64, Loss: 0.9358, val_loss: 0.9267
Run: 65, Loss: 0.9275, val_loss: 0.9220
Run: 66, Loss: 0.9223, val_loss: 0.9141
Run: 67, Loss: 0.9236, val_loss: 0.9154
Run: 68, Loss: 0.9185, val_loss: 0.9210
Run: 69, Loss: 0.9227, val_loss: 0.9200
Run: 70, Loss: 0.9251, val_loss: 0.9251
Run: 71, Loss: 0.9274, val_loss: 0.9270
Run: 72, Loss: 0.9269, val_loss: 0.9147
Run: 73, Loss: 0.9230, val_loss: 0.9149
Run: 74, Loss: 0.9314, val_loss: 0.9244
Run: 75, Loss: 0.9229, val_loss: 0.9228
Run: 76, Loss: 0.9254, val_loss: 0.9146
Run: 77, Loss: 0.9238, val_loss: 0.9204
Run: 78, Loss: 0.9221, val_loss: 0.9209
Run: 79, Loss: 0.9253, val_loss: 0.9144
Run: 80, Loss: 0.9317, val_loss: 0.9266
Run: 81, Loss: 0.9271, val_loss: 0.9209
Run: 82, Loss: 0.9248, val_loss: 0.9199
Run: 83, Loss: 0.9243, val_loss: 0.9177
Run: 84, Loss: 0.9286, val_loss: 0.9150
Run: 85, Loss: 0.9243, val_loss: 0.9188
Run: 86, Loss: 0.9194, val_loss: 0.9174
Run: 87, Loss: 0.9245, val_loss: 0.9217
Run: 88, Loss: 0.9232, val_loss: 0.9182
Run: 89, Loss: 0.9242, val_loss: 0.9212
Run: 90, Loss: 0.9298, val_loss: 0.9243
Run: 91, Loss: 0.9291, val_loss: 0.9234
Run: 92, Loss: 0.9290, val_loss: 0.9228
Run: 93, Loss: 0.9261, val_loss: 0.9176
Run: 94, Loss: 0.9251, val_loss: 0.9225
Run: 95, Loss: 0.9237, val_loss: 0.9199
Run: 96, Loss: 0.9290, val_loss: 0.9242
Run: 97, Loss: 0.9307, val_loss: 0.9283
Run: 98, Loss: 0.9313, val_loss: 0.9233
Run: 99, Loss: 0.9294, val_loss: 0.9324
Run: 100, Loss: 0.9274, val_loss: 0.9215
Run: 101, Loss: 0.9244, val_loss: 0.9280
Run: 102, Loss: 0.9264, val_loss: 0.9191
Run: 103, Loss: 0.9423, val_loss: 0.9344
Run: 104, Loss: 0.9287, val_loss: 0.9171
Run: 105, Loss: 0.9286, val_loss: 0.9174
Run: 106, Loss: 0.9326, val_loss: 0.9254
Run: 107, Loss: 0.9316, val_loss: 0.9199
Run: 108, Loss: 0.9308, val_loss: 0.9348
Run: 109, Loss: 0.9255, val_loss: 0.9205
Run: 110, Loss: 0.9276, val_loss: 0.9216
Run: 111, Loss: 0.9286, val_loss: 0.9162
Run: 112, Loss: 0.9299, val_loss: 0.9285
Run: 113, Loss: 0.9361, val_loss: 0.9278
Run: 114, Loss: 0.9375, val_loss: 0.9298
Run: 115, Loss: 0.9246, val_loss: 0.9192
Run: 116, Loss: 0.9297, val_loss: 0.9252
Run: 117, Loss: 0.9429, val_loss: 0.9434
Run: 118, Loss: 0.9361, val_loss: 0.9294
Run: 119, Loss: 0.9272, val_loss: 0.9294
Run: 120, Loss: 0.9259, val_loss: 0.9171
Run: 121, Loss: 0.9264, val_loss: 0.9273
Run: 122, Loss: 0.9198, val_loss: 0.9216
Run: 123, Loss: 0.9291, val_loss: 0.9227
Run: 124, Loss: 0.9514, val_loss: 0.9489
Run: 125, Loss: 0.9409, val_loss: 0.9362
Run: 126, Loss: 0.9241, val_loss: 0.9274
Run: 127, Loss: 0.9350, val_loss: 0.9340
Run: 128, Loss: 0.9428, val_loss: 0.9320
Run: 129, Loss: 0.9323, val_loss: 0.9411
Run: 130, Loss: 0.9367, val_loss: 0.9305
Run: 131, Loss: 0.9297, val_loss: 0.9289
Run: 132, Loss: 0.9385, val_loss: 0.9332
Run: 133, Loss: 0.9825, val_loss: 0.9868
Run: 134, Loss: 0.9279, val_loss: 0.9300
Run: 135, Loss: 0.9376, val_loss: 0.9352
Run: 136, Loss: 0.9387, val_loss: 0.9404
Run: 137, Loss: 0.9410, val_loss: 0.9430
Run: 138, Loss: 0.9300, val_loss: 0.9273
Run: 139, Loss: 0.9347, val_loss: 0.9333
Run: 140, Loss: 0.9406, val_loss: 0.9283
Run: 141, Loss: 0.9331, val_loss: 0.9280
Run: 142, Loss: 0.9405, val_loss: 0.9398
Run: 143, Loss: 0.9361, val_loss: 0.9317
Run: 144, Loss: 0.9393, val_loss: 0.9404
Run: 145, Loss: 0.9666, val_loss: 0.9583
Run: 146, Loss: 0.9234, val_loss: 0.9182
Run: 147, Loss: 0.9264, val_loss: 0.9210
Run: 148, Loss: 0.9178, val_loss: 0.9133
Run: 149, Loss: 0.9221, val_loss: 0.9177
Run: 150, Loss: 0.9244, val_loss: 0.9214
Run: 151, Loss: 0.9251, val_loss: 0.9200
Run: 152, Loss: 0.9220, val_loss: 0.9160
Run: 153, Loss: 0.9254, val_loss: 0.9151
Run: 154, Loss: 0.9260, val_loss: 0.9228
Run: 155, Loss: 0.9242, val_loss: 0.9273
Run: 156, Loss: 0.9256, val_loss: 0.9196
Run: 157, Loss: 0.9240, val_loss: 0.9212
Run: 158, Loss: 0.9269, val_loss: 0.9226
Run: 159, Loss: 0.9242, val_loss: 0.9248
