0,3.7509,3.7795
1,3.6720,3.6916
2,3.5940,3.6399
3,3.5229,3.5579
4,3.4588,3.4982
5,3.3937,3.4275
6,3.3380,3.3930
7,3.2864,3.3373
8,3.2450,3.2853
9,3.2039,3.2540
10,3.1665,3.2014
11,3.1267,3.1642
12,3.0927,3.1433
13,3.0539,3.0707
14,3.0152,3.0654
15,2.9914,3.0547
16,2.9822,3.0360
17,2.9665,3.0193
18,2.9485,2.9907
19,2.9404,2.9803
20,2.9291,2.9786
21,2.9153,2.9585
22,2.9008,2.9346
23,2.8855,2.9335
24,2.8790,2.9126
25,2.8600,2.9086
26,2.8507,2.8986
27,2.8423,2.8590
28,2.8339,2.8640
29,2.8240,2.8573
30,2.8130,2.8547
31,2.7999,2.8315
32,2.7986,2.8505
33,2.7847,2.8081
34,2.7784,2.8223
35,2.7644,2.7739
36,2.7612,2.8016
37,2.7533,2.7874
38,2.7432,2.7534
39,2.7354,2.7694
40,2.7265,2.7512
