63474 labeled and 2044801 unlabeled issues before filtering
25145 labeled and 237287 unlabeled issues after filtering
Run: 1, Loss: 0.9781, val_loss: 0.9844
Run: 2, Loss: 0.9458, val_loss: 0.9516
Run: 3, Loss: 0.9443, val_loss: 0.9413
Run: 4, Loss: 0.9384, val_loss: 0.9356
Run: 5, Loss: 0.9456, val_loss: 0.9505
Run: 6, Loss: 0.9355, val_loss: 0.9424
Run: 7, Loss: 0.9935, val_loss: 1.0030
Run: 8, Loss: 0.9506, val_loss: 0.9572
Run: 9, Loss: 0.9922, val_loss: 1.0060
Run: 10, Loss: 0.9537, val_loss: 0.9492
Run: 11, Loss: 0.9256, val_loss: 0.9264
Run: 12, Loss: 0.9289, val_loss: 0.9422
Run: 13, Loss: 0.9602, val_loss: 0.9551
Run: 14, Loss: 0.9634, val_loss: 0.9563
Run: 15, Loss: 0.9469, val_loss: 0.9405
Run: 16, Loss: 0.9545, val_loss: 0.9576
Run: 17, Loss: 0.9298, val_loss: 0.9218
Run: 18, Loss: 0.9516, val_loss: 0.9472
Run: 19, Loss: 0.9289, val_loss: 0.9261
Run: 20, Loss: 0.9536, val_loss: 0.9590
Run: 21, Loss: 0.9678, val_loss: 0.9603
Run: 22, Loss: 0.9605, val_loss: 0.9532
Run: 23, Loss: 0.9663, val_loss: 0.9554
Run: 24, Loss: 0.9549, val_loss: 0.9438
Run: 25, Loss: 0.9890, val_loss: 0.9942
Run: 26, Loss: 0.9335, val_loss: 0.9360
Run: 27, Loss: 0.9491, val_loss: 0.9445
Run: 28, Loss: 0.9228, val_loss: 0.9299
Run: 29, Loss: 0.9421, val_loss: 0.9363
Run: 30, Loss: 0.9251, val_loss: 0.9252
Run: 31, Loss: 0.9504, val_loss: 0.9404
Run: 32, Loss: 0.9328, val_loss: 0.9319
Run: 33, Loss: 0.9407, val_loss: 0.9345
Run: 34, Loss: 0.9637, val_loss: 0.9572
Run: 35, Loss: 0.9609, val_loss: 0.9515
Run: 36, Loss: 0.9368, val_loss: 0.9370
Run: 37, Loss: 0.9667, val_loss: 0.9567
Run: 38, Loss: 0.9533, val_loss: 0.9453
Run: 39, Loss: 0.9690, val_loss: 0.9687
Run: 40, Loss: 0.9398, val_loss: 0.9344
Run: 41, Loss: 0.9467, val_loss: 0.9474
Run: 42, Loss: 0.9570, val_loss: 0.9480
Run: 43, Loss: 0.9523, val_loss: 0.9423
Run: 44, Loss: 0.9539, val_loss: 0.9529
Run: 45, Loss: 0.9563, val_loss: 0.9565
Run: 46, Loss: 0.9249, val_loss: 0.9329
Run: 47, Loss: 0.9480, val_loss: 0.9441
Run: 48, Loss: 0.9498, val_loss: 0.9450
Run: 49, Loss: 0.9163, val_loss: 0.9226
Run: 50, Loss: 0.9313, val_loss: 0.9316
Run: 51, Loss: 0.9339, val_loss: 0.9419
Run: 52, Loss: 0.9264, val_loss: 0.9296
Run: 53, Loss: 0.9431, val_loss: 0.9434
Run: 54, Loss: 0.9419, val_loss: 0.9378
Run: 55, Loss: 0.9273, val_loss: 0.9341
Run: 56, Loss: 0.9328, val_loss: 0.9321
Run: 57, Loss: 0.9214, val_loss: 0.9265
Run: 58, Loss: 0.9428, val_loss: 0.9430
Run: 59, Loss: 0.9267, val_loss: 0.9321
Run: 60, Loss: 0.9279, val_loss: 0.9271
Run: 61, Loss: 0.9349, val_loss: 0.9380
Run: 62, Loss: 0.9232, val_loss: 0.9285
Run: 63, Loss: 0.9308, val_loss: 0.9322
Run: 64, Loss: 0.9456, val_loss: 0.9421
Run: 65, Loss: 0.9309, val_loss: 0.9280
Run: 66, Loss: 0.9419, val_loss: 0.9440
Run: 67, Loss: 0.9427, val_loss: 0.9395
Run: 68, Loss: 0.9320, val_loss: 0.9307
Run: 69, Loss: 0.9274, val_loss: 0.9275
Run: 70, Loss: 0.9305, val_loss: 0.9311
Run: 71, Loss: 0.9580, val_loss: 0.9533
Run: 72, Loss: 0.9342, val_loss: 0.9325
Run: 73, Loss: 0.9319, val_loss: 0.9349
Run: 74, Loss: 0.9536, val_loss: 0.9426
Run: 75, Loss: 0.9302, val_loss: 0.9280
Run: 76, Loss: 0.9315, val_loss: 0.9298
Run: 77, Loss: 0.9678, val_loss: 0.9624
Run: 78, Loss: 0.9387, val_loss: 0.9348
Run: 79, Loss: 0.9883, val_loss: 0.9972
Run: 80, Loss: 0.9334, val_loss: 0.9366
Run: 81, Loss: 0.9483, val_loss: 0.9386
Run: 82, Loss: 0.9749, val_loss: 0.9709
Run: 83, Loss: 0.9231, val_loss: 0.9286
Run: 84, Loss: 0.9427, val_loss: 0.9410
Run: 85, Loss: 0.9492, val_loss: 0.9424
Run: 86, Loss: 0.9561, val_loss: 0.9515
Run: 87, Loss: 0.9297, val_loss: 0.9262
Run: 88, Loss: 0.9883, val_loss: 0.9984
Run: 89, Loss: 0.9347, val_loss: 0.9345
Run: 90, Loss: 0.9441, val_loss: 0.9510
Run: 91, Loss: 0.9351, val_loss: 0.9279
Run: 92, Loss: 0.9486, val_loss: 0.9450
Run: 93, Loss: 0.9325, val_loss: 0.9259
Run: 94, Loss: 0.9242, val_loss: 0.9227
Run: 95, Loss: 0.9744, val_loss: 0.9740
Run: 96, Loss: 0.9293, val_loss: 0.9293
Run: 97, Loss: 0.9306, val_loss: 0.9312
Run: 98, Loss: 0.9257, val_loss: 0.9277
Run: 99, Loss: 0.9321, val_loss: 0.9355
Run: 100, Loss: 0.9381, val_loss: 0.9490
Run: 101, Loss: 0.9823, val_loss: 0.9902
Run: 102, Loss: 0.9290, val_loss: 0.9268
Run: 103, Loss: 0.9518, val_loss: 0.9420
Run: 104, Loss: 0.9267, val_loss: 0.9214
Run: 105, Loss: 0.9501, val_loss: 0.9537
Run: 106, Loss: 0.9920, val_loss: 1.0025
Run: 107, Loss: 0.9548, val_loss: 0.9520
Run: 108, Loss: 0.9456, val_loss: 0.9358
Run: 109, Loss: 0.9324, val_loss: 0.9303
Run: 110, Loss: 0.9613, val_loss: 0.9544
Run: 111, Loss: 0.9814, val_loss: 0.9867
Run: 112, Loss: 0.9433, val_loss: 0.9448
Run: 113, Loss: 0.9324, val_loss: 0.9289
Run: 114, Loss: 0.9197, val_loss: 0.9248
Run: 115, Loss: 0.9389, val_loss: 0.9306
Run: 116, Loss: 0.9327, val_loss: 0.9394
Run: 117, Loss: 0.9289, val_loss: 0.9224
Run: 118, Loss: 0.9350, val_loss: 0.9324
Run: 119, Loss: 0.9223, val_loss: 0.9264
Run: 120, Loss: 0.9356, val_loss: 0.9285
Run: 121, Loss: 0.9575, val_loss: 0.9501
Run: 122, Loss: 0.9332, val_loss: 0.9274
Run: 123, Loss: 0.9235, val_loss: 0.9244
Run: 124, Loss: 0.9307, val_loss: 0.9309
Run: 125, Loss: 0.9192, val_loss: 0.9271
Run: 126, Loss: 0.9731, val_loss: 0.9684
Run: 127, Loss: 0.9296, val_loss: 0.9295
Run: 128, Loss: 0.9400, val_loss: 0.9392
Run: 129, Loss: 0.9221, val_loss: 0.9231
Run: 130, Loss: 0.9360, val_loss: 0.9320
Run: 131, Loss: 0.9925, val_loss: 0.9987
Run: 132, Loss: 0.9459, val_loss: 0.9459
Run: 133, Loss: 0.9293, val_loss: 0.9304
Run: 134, Loss: 0.9322, val_loss: 0.9256
Run: 135, Loss: 0.9390, val_loss: 0.9425
Run: 136, Loss: 0.9258, val_loss: 0.9270
Run: 137, Loss: 0.9404, val_loss: 0.9344
Run: 138, Loss: 0.9321, val_loss: 0.9368
Run: 139, Loss: 0.9323, val_loss: 0.9378
Run: 140, Loss: 0.9428, val_loss: 0.9390
Run: 141, Loss: 0.9307, val_loss: 0.9304
Run: 142, Loss: 0.9817, val_loss: 0.9901
Run: 143, Loss: 0.9316, val_loss: 0.9339
Run: 144, Loss: 0.9243, val_loss: 0.9277
Run: 145, Loss: 0.9495, val_loss: 0.9424
Run: 146, Loss: 0.9276, val_loss: 0.9333
Run: 147, Loss: 0.9314, val_loss: 0.9360
Run: 148, Loss: 0.9315, val_loss: 0.9305
Run: 149, Loss: 0.9321, val_loss: 0.9282
Run: 150, Loss: 0.9287, val_loss: 0.9246
Run: 151, Loss: 0.9198, val_loss: 0.9266
Run: 152, Loss: 0.9321, val_loss: 0.9275
Run: 153, Loss: 0.9257, val_loss: 0.9274
Run: 154, Loss: 0.9239, val_loss: 0.9319
Run: 155, Loss: 0.9251, val_loss: 0.9301
Run: 156, Loss: 0.9290, val_loss: 0.9229
Run: 157, Loss: 0.9192, val_loss: 0.9239
Run: 158, Loss: 0.9279, val_loss: 0.9315
Run: 159, Loss: 0.9217, val_loss: 0.9274
Run: 160, Loss: 0.9183, val_loss: 0.9240
Run: 161, Loss: 0.9237, val_loss: 0.9275
Run: 162, Loss: 0.9206, val_loss: 0.9200
Run: 163, Loss: 0.9216, val_loss: 0.9365
Run: 164, Loss: 0.9307, val_loss: 0.9383
Run: 165, Loss: 0.9323, val_loss: 0.9323
Run: 166, Loss: 0.9423, val_loss: 0.9534
Run: 167, Loss: 0.9244, val_loss: 0.9303
Run: 168, Loss: 0.9192, val_loss: 0.9192
Run: 169, Loss: 0.9528, val_loss: 0.9478
Run: 170, Loss: 0.9367, val_loss: 0.9429
Run: 171, Loss: 0.9235, val_loss: 0.9300
Run: 172, Loss: 0.9265, val_loss: 0.9283
Run: 173, Loss: 0.9344, val_loss: 0.9371
Run: 174, Loss: 0.9271, val_loss: 0.9230
Run: 175, Loss: 0.9542, val_loss: 0.9495
Run: 176, Loss: 0.9325, val_loss: 0.9350
Run: 177, Loss: 0.9278, val_loss: 0.9302
Run: 178, Loss: 0.9308, val_loss: 0.9348
Run: 179, Loss: 0.9252, val_loss: 0.9248
Run: 180, Loss: 0.9265, val_loss: 0.9356
Run: 181, Loss: 0.9304, val_loss: 0.9363
Run: 182, Loss: 0.9277, val_loss: 0.9289
Run: 183, Loss: 0.9418, val_loss: 0.9464
Run: 184, Loss: 0.9320, val_loss: 0.9263
Run: 185, Loss: 0.9916, val_loss: 1.0013
Run: 186, Loss: 0.9329, val_loss: 0.9322
Run: 187, Loss: 0.9371, val_loss: 0.9441
Run: 188, Loss: 0.9265, val_loss: 0.9274
Run: 189, Loss: 0.9261, val_loss: 0.9243
Run: 190, Loss: 0.9519, val_loss: 0.9462
Run: 191, Loss: 0.9412, val_loss: 0.9311
Run: 192, Loss: 0.9291, val_loss: 0.9292
Run: 193, Loss: 0.9312, val_loss: 0.9424
Run: 194, Loss: 0.9264, val_loss: 0.9258
Run: 195, Loss: 0.9478, val_loss: 0.9437
Run: 196, Loss: 1.0051, val_loss: 1.0196
Run: 197, Loss: 0.9285, val_loss: 0.9236
Run: 198, Loss: 0.9515, val_loss: 0.9484
Run: 199, Loss: 0.9366, val_loss: 0.9386
Run: 200, Loss: 0.9312, val_loss: 0.9290
